roll_no,name,gender,city,department,semester,study_hours_per_day,sleep_hours,attendance_pct,prev_gpa,assignment_score,quiz_avg,lab_score,participation_score,stress_level,internet_hours,part_time_job,family_support,commute_hours,health_score,extracurricular,final_score,grade,final_gpa,outcome
STU-0680,Ali Chaudhry,Male,Peshawar,Mech,1,5.3,9.1,71.6,2.49,81.6,57.7,82.8,6.8,1.9,6.8,0,5.0,1.4,7.3,0,20.3,F,0.0,Fail
STU-0681,Ali Malik,Female,Peshawar,Med,5,6.4,7.9,91.7,2.65,96.4,88.7,96.9,4.1,4.7,2.7,0,7.4,0.7,9.4,0,62.6,C,2.0,At-Risk
STU-0682,Hina Hussain,Male,Islamabad,EE,5,7.1,6.1,81.7,3.08,90.4,80.8,88.5,5.1,4.4,5.0,0,5.1,2.0,5.6,1,58.4,D,1.0,At-Risk
STU-0683,Usman Khan,Female,Lahore,Civil,8,2.4,8.1,70.1,3.67,59.1,77.3,89.7,4.2,3.2,1.7,0,6.7,0.6,9.5,1,24.9,F,0.0,Fail
STU-0684,Sara Ali,Female,Karachi,BBA,1,4.7,8.9,94.6,3.23,88.6,62.3,63.4,4.4,5.4,3.0,1,7.8,0.4,8.5,0,54.9,D,1.0,At-Risk
STU-0685,Ayesha Khan,Male,Lahore,Mech,3,5.8,7.2,89.3,1.78,90.8,77.7,95.7,4.2,3.2,5.9,0,6.5,0.1,8.8,1,18.9,F,0.0,Fail
STU-0686,Omar Iqbal,Female,Peshawar,EE,2,4.2,7.9,76.9,2.74,84.3,92.4,67.5,6.4,4.1,2.9,0,8.2,0.5,7.7,0,29.3,F,0.0,Fail
STU-0687,Fatima Butt,Female,Peshawar,BBA,8,9.4,8.7,98.6,3.49,88.4,78.5,62.5,4.1,1.4,2.4,0,8.7,1.5,8.9,0,100.0,A+,4.0,Pass
STU-0688,Zara Chaudhry,Male,Karachi,Civil,2,8.4,6.6,93.1,2.53,87.6,75.8,74.5,3.4,3.8,6.2,1,6.1,1.7,5.8,1,57.0,D,1.0,At-Risk
STU-0689,Fatima Hassan,Female,Multan,Civil,7,7.3,6.0,82.9,3.17,81.2,91.8,88.0,7.1,2.2,2.1,1,8.4,0.3,6.2,0,72.1,B,3.0,Pass
STU-0690,Tariq Ahmed,Female,Quetta,Med,2,7.5,8.5,84.9,2.83,77.9,64.6,86.6,4.2,4.0,5.3,1,8.8,1.9,6.6,1,53.0,D,1.0,At-Risk
STU-0691,Sana Khan,Male,Peshawar,BBA,7,9.1,7.6,79.9,3.42,76.7,74.8,72.9,5.9,5.5,3.8,0,5.3,1.1,8.7,0,83.2,A,4.0,Pass
STU-0692,Sana Hassan,Male,Karachi,Mech,3,6.3,9.0,67.7,3.35,81.1,61.8,98.3,5.0,6.2,5.9,0,9.6,2.8,6.6,0,48.9,F,0.0,Fail
STU-0693,Sara Hussain,Male,Karachi,BBA,4,7.6,8.5,77.4,2.73,88.1,75.4,78.0,5.8,3.1,2.0,0,3.6,0.7,5.4,0,58.2,D,1.0,At-Risk
STU-0694,Sara Iqbal,Female,Lahore,Mech,7,7.2,8.3,73.6,2.95,65.9,71.8,89.5,5.1,6.0,5.0,1,7.5,0.3,9.3,0,44.3,F,0.0,Fail
STU-0695,Imran Ali,Male,Lahore,Mech,3,7.3,6.7,63.3,1.48,75.0,41.8,90.9,4.9,4.7,4.4,0,6.6,2.2,5.1,1,2.6,F,0.0,Fail
STU-0696,Kamran Sheikh,Male,Islamabad,Mech,8,7.7,6.5,72.6,3.79,81.4,80.4,80.8,6.2,5.7,4.2,1,5.0,0.7,8.0,0,78.4,B+,3.5,Pass
STU-0697,Omar Malik,Male,Peshawar,Civil,3,4.1,9.1,86.1,3.4,71.0,82.5,88.8,4.8,4.8,4.5,1,5.5,1.1,6.0,1,26.5,F,0.0,Fail
STU-0698,Sana Chaudhry,Male,Multan,EE,1,4.9,9.3,69.1,2.1,71.8,91.5,89.7,6.6,4.5,2.7,0,7.6,0.9,6.3,0,26.4,F,0.0,Fail
STU-0699,Sana Hassan,Female,Islamabad,Civil,4,6.2,9.1,62.4,3.23,84.5,48.4,71.3,5.9,4.4,2.3,1,9.9,1.5,7.5,1,49.1,F,0.0,Fail
STU-0700,Rabia Malik,Male,Lahore,Mech,4,7.0,9.1,74.6,3.11,67.0,53.9,84.1,5.5,5.4,2.2,1,8.8,1.4,8.4,1,47.4,F,0.0,Fail
STU-0701,Amna Hassan,Female,Karachi,CS,7,4.6,9.1,70.3,3.33,70.7,78.5,89.4,4.5,5.5,5.8,0,6.3,0.8,8.1,0,43.4,F,0.0,Fail
STU-0702,Sana Hussain,Male,Karachi,EE,7,7.1,7.4,81.1,2.67,86.4,92.8,87.2,5.7,2.3,3.5,0,5.8,1.2,5.4,0,80.3,A,4.0,Pass
STU-0703,Ahmed Hassan,Male,Karachi,EE,3,5.2,9.1,91.4,2.93,75.0,84.6,71.8,8.9,1.8,2.6,0,2.9,1.9,7.2,0,59.9,D,1.0,At-Risk
STU-0704,Usman Chaudhry,Female,Karachi,Med,3,5.4,7.9,87.4,2.26,67.8,48.8,82.7,1.5,7.4,6.1,0,8.7,0.7,7.9,1,9.1,F,0.0,Fail
STU-0705,Ali Sheikh,Female,Karachi,BBA,4,8.8,8.0,85.7,2.88,88.0,88.7,85.7,6.7,1.6,3.6,1,8.8,0.3,8.3,0,80.0,A,4.0,Pass
STU-0706,Faisal Ali,Female,Karachi,EE,8,6.0,7.3,85.1,2.94,70.6,58.6,84.7,8.5,3.7,3.3,1,7.0,1.3,7.6,1,36.5,F,0.0,Fail
STU-0707,Faisal Butt,Female,Lahore,EE,4,5.0,8.3,98.1,2.66,80.6,88.1,93.1,6.9,4.7,4.9,0,7.1,1.1,8.7,1,38.9,F,0.0,Fail
STU-0708,Tariq Ahmed,Female,Multan,Med,4,8.8,8.7,88.8,3.8,67.0,37.0,77.9,7.3,6.9,5.6,1,9.9,0.2,6.4,0,66.9,C+,2.5,At-Risk
STU-0709,Usman Iqbal,Female,Lahore,BBA,1,4.2,9.1,89.4,2.95,86.4,83.8,96.2,6.5,5.8,2.9,0,5.2,2.2,4.9,0,53.2,D,1.0,At-Risk
STU-0710,Faisal Iqbal,Male,Peshawar,BBA,6,7.7,8.4,80.3,3.23,74.4,50.1,61.8,4.3,3.0,2.5,0,8.1,2.0,5.9,1,48.8,F,0.0,Fail
STU-0711,Hassan Iqbal,Female,Quetta,Med,8,7.9,9.0,82.7,3.57,96.9,34.2,82.1,4.4,5.4,3.6,0,8.7,1.1,8.8,0,75.9,B+,3.5,Pass
STU-0712,Hassan Ahmed,Male,Karachi,BBA,6,4.2,8.6,90.8,2.78,79.9,80.4,92.1,3.6,1.8,3.5,0,8.4,0.6,5.7,0,53.9,D,1.0,At-Risk
STU-0713,Fatima Sheikh,Male,Karachi,BBA,3,9.6,9.7,87.7,3.62,66.6,65.1,81.6,2.0,5.7,6.0,1,6.9,0.9,5.4,1,58.7,D,1.0,At-Risk
STU-0714,Usman Sheikh,Female,Peshawar,BBA,3,7.3,8.7,83.4,3.06,93.8,78.6,78.4,4.0,3.2,2.0,1,5.5,2.4,8.7,0,69.2,C+,2.5,At-Risk
STU-0715,Ali Ahmed,Male,Karachi,Med,8,9.0,9.4,78.3,3.63,75.0,76.5,66.8,8.8,4.8,3.6,0,5.6,1.8,7.4,0,81.1,A,4.0,Pass
STU-0716,Sana Sheikh,Female,Lahore,Mech,2,3.6,6.5,81.2,3.22,76.5,71.0,84.7,4.5,5.9,1.8,0,8.6,0.6,8.5,1,47.8,F,0.0,Fail
STU-0717,Kamran Iqbal,Female,Karachi,EE,1,5.7,6.3,87.9,2.7,91.3,70.5,96.4,4.8,8.2,5.1,0,8.9,1.4,7.0,0,33.3,F,0.0,Fail
STU-0718,Hassan Butt,Male,Islamabad,Mech,2,7.3,9.4,87.3,2.92,88.2,73.6,78.7,4.3,4.2,1.4,1,6.6,0.5,9.3,1,81.9,A,4.0,Pass
STU-0719,Sana Malik,Female,Karachi,Civil,3,7.3,9.4,91.6,2.09,95.2,64.8,89.5,3.7,2.4,3.0,0,4.6,0.3,6.2,1,42.5,F,0.0,Fail
STU-0720,Sana Butt,Male,Islamabad,BBA,8,8.0,7.3,98.1,3.83,71.4,50.9,82.2,4.4,2.9,3.4,1,6.8,1.5,5.8,0,72.6,B,3.0,Pass
STU-0721,Ahmed Malik,Male,Karachi,Med,1,4.5,8.7,86.0,2.78,74.3,53.3,71.9,7.3,5.6,8.0,1,5.8,1.6,9.3,1,0.0,F,0.0,Fail
STU-0722,Ayesha Khan,Female,Karachi,Civil,5,9.2,5.5,70.6,2.85,88.9,65.0,84.9,8.4,4.7,6.2,0,7.2,1.3,7.7,1,48.7,F,0.0,Fail
STU-0723,Fatima Chaudhry,Female,Quetta,Med,3,5.7,6.6,74.1,2.93,76.7,93.5,82.8,6.3,3.1,4.6,0,7.2,1.1,6.3,1,51.6,D,1.0,At-Risk
STU-0724,Hassan Hussain,Male,Islamabad,EE,3,5.7,6.9,75.9,2.87,91.0,83.6,77.5,4.3,4.5,3.4,1,6.3,1.1,6.0,1,23.6,F,0.0,Fail
STU-0725,Rabia Ahmed,Female,Quetta,BBA,3,9.8,8.4,87.7,2.36,64.5,85.5,76.2,6.2,2.5,5.6,1,5.7,2.2,9.1,0,52.1,D,1.0,At-Risk
STU-0726,Omar Butt,Male,Lahore,EE,1,6.2,8.9,85.0,2.72,89.7,65.2,97.0,7.5,4.5,5.9,0,5.0,0.8,6.0,0,46.6,F,0.0,Fail
STU-0727,Usman Chaudhry,Female,Islamabad,Civil,8,7.2,7.5,92.2,1.6,60.3,70.7,93.9,7.5,6.7,4.8,0,4.8,1.7,8.0,0,32.0,F,0.0,Fail
STU-0728,Tariq Ali,Male,Karachi,Med,1,4.2,9.4,89.0,2.58,84.9,60.7,89.7,5.8,5.5,6.1,0,8.6,1.1,7.5,1,39.0,F,0.0,Fail
STU-0729,Ahmed Ahmed,Female,Islamabad,Civil,4,7.4,7.9,73.8,2.54,73.1,59.6,96.2,5.3,4.2,4.2,0,8.5,1.6,7.4,1,50.2,D,1.0,At-Risk
STU-0730,Kamran Ali,Female,Karachi,EE,1,6.0,8.0,87.3,3.79,76.5,93.0,71.7,6.4,2.9,3.0,0,7.4,1.6,7.7,0,75.4,B+,3.5,Pass
STU-0731,Ayesha Ahmed,Male,Karachi,Civil,3,8.8,9.1,92.4,3.19,71.2,66.8,85.3,5.4,1.4,3.1,0,3.7,1.7,4.6,1,71.6,B,3.0,Pass
STU-0732,Hina Ali,Male,Lahore,CS,2,8.2,7.8,71.6,2.73,96.5,78.6,69.3,8.3,2.1,3.3,1,8.0,1.4,6.8,1,59.3,D,1.0,At-Risk
STU-0733,Ali Iqbal,Male,Karachi,BBA,8,6.2,8.9,68.2,3.09,81.8,39.1,72.1,6.1,6.1,2.3,0,5.1,2.6,7.5,0,35.2,F,0.0,Fail
STU-0734,Maria Hassan,Female,Lahore,Civil,1,6.8,8.0,71.4,1.79,79.6,55.7,70.7,8.8,3.5,7.3,0,5.5,1.6,7.4,1,24.9,F,0.0,Fail
STU-0735,Maria Khan,Female,Lahore,BBA,8,9.4,6.1,77.5,3.3,80.2,81.0,96.2,8.1,4.8,1.7,0,7.4,1.5,5.9,0,89.1,A+,4.0,Pass
STU-0736,Tariq Butt,Male,Multan,CS,7,6.9,8.7,76.3,2.26,69.6,85.9,71.7,7.8,5.2,3.1,1,8.0,1.0,6.5,0,36.7,F,0.0,Fail
STU-0737,Zara Hassan,Female,Karachi,Med,7,4.1,6.4,87.8,3.69,75.7,69.8,64.2,7.3,1.9,2.7,0,5.9,1.5,5.2,1,47.9,F,0.0,Fail
STU-0738,Bilal Malik,Male,Islamabad,BBA,2,4.5,9.2,91.4,3.58,79.7,79.1,89.3,5.6,2.7,3.1,0,9.4,1.8,9.6,0,73.5,B,3.0,Pass
STU-0739,Maria Ali,Male,Islamabad,BBA,5,7.2,9.1,76.4,2.35,80.2,63.4,65.2,4.7,4.9,1.6,1,5.5,2.1,8.4,0,32.4,F,0.0,Fail
STU-0740,Sara Khan,Male,Islamabad,Mech,3,6.3,7.3,76.8,2.88,96.7,61.7,62.3,6.1,7.2,4.0,1,9.1,0.7,7.4,0,25.9,F,0.0,Fail
STU-0741,Usman Chaudhry,Female,Karachi,EE,1,6.5,9.4,66.3,3.97,82.4,72.0,79.7,9.6,1.6,4.7,0,7.9,1.0,6.7,1,76.1,B+,3.5,Pass
STU-0742,Zara Butt,Male,Multan,Civil,8,6.7,6.6,72.2,2.54,96.1,74.4,81.7,6.5,1.3,4.5,0,4.8,2.6,7.1,1,33.6,F,0.0,Fail
STU-0743,Faisal Khan,Female,Quetta,CS,4,2.8,6.8,89.3,3.83,86.8,59.5,91.5,5.4,6.5,5.6,0,6.7,0.3,8.9,1,40.4,F,0.0,Fail
STU-0744,Amna Chaudhry,Female,Karachi,BBA,4,6.4,7.9,83.0,3.27,92.2,87.3,74.2,3.6,6.0,6.0,0,8.4,1.0,8.1,1,51.8,D,1.0,At-Risk
STU-0745,Bilal Malik,Female,Islamabad,CS,8,5.2,6.4,89.6,3.41,69.8,67.9,88.9,6.7,2.1,3.7,0,6.5,0.8,9.9,0,60.0,C,2.0,At-Risk
STU-0746,Hassan Ahmed,Male,Peshawar,Mech,6,2.7,6.0,90.5,2.46,76.6,86.9,87.2,7.2,4.4,3.9,1,8.2,1.7,6.7,1,11.6,F,0.0,Fail
STU-0747,Rabia Hussain,Female,Peshawar,Civil,4,5.0,8.2,77.7,3.68,64.0,84.2,81.1,4.0,6.9,3.3,0,8.7,0.9,7.6,1,43.7,F,0.0,Fail
STU-0748,Fatima Iqbal,Female,Islamabad,Mech,6,4.9,8.3,78.4,3.39,85.0,49.9,97.5,3.8,3.5,3.6,1,5.7,1.3,9.5,1,53.6,D,1.0,At-Risk
STU-0749,Bilal Butt,Female,Karachi,EE,8,6.7,9.1,87.5,2.63,78.4,63.2,74.9,6.6,5.6,4.2,0,8.1,3.0,8.1,1,43.7,F,0.0,Fail
STU-0750,Usman Butt,Female,Lahore,Med,8,5.8,9.0,88.4,2.71,68.4,75.7,91.9,4.3,6.0,3.1,0,7.1,1.9,7.8,1,44.8,F,0.0,Fail
STU-0751,Faisal Hassan,Male,Lahore,Civil,5,4.1,8.9,78.2,3.04,81.2,58.1,60.2,7.0,2.3,5.8,0,6.1,2.3,9.8,1,40.0,F,0.0,Fail
STU-0752,Ali Ali,Female,Karachi,Med,6,8.9,9.2,83.0,2.58,77.3,80.6,85.1,3.6,2.4,6.4,0,6.2,2.5,5.3,1,70.7,B,3.0,Pass
STU-0753,Nadia Butt,Male,Multan,Mech,4,8.7,6.9,98.7,3.04,97.4,61.8,88.0,6.3,5.8,4.8,0,8.4,1.8,4.8,1,73.7,B,3.0,Pass
STU-0754,Amna Ahmed,Female,Lahore,Mech,7,6.0,8.6,74.4,3.68,66.1,83.4,70.4,5.0,3.0,2.8,1,6.3,2.3,3.9,0,52.7,D,1.0,At-Risk
STU-0755,Hassan Malik,Female,Peshawar,Med,3,6.2,8.9,96.4,3.09,75.1,90.5,69.1,3.4,5.3,3.1,0,5.1,0.7,3.9,0,59.0,D,1.0,At-Risk
STU-0756,Faisal Ali,Male,Quetta,Mech,5,6.5,7.6,92.5,2.54,83.6,67.0,94.2,6.5,4.6,7.3,1,7.9,2.7,8.1,1,46.8,F,0.0,Fail
STU-0757,Kamran Khan,Female,Karachi,CS,7,7.2,8.4,84.9,3.6,93.4,64.2,87.1,3.0,2.9,3.4,1,4.0,0.7,8.6,1,50.8,D,1.0,At-Risk
STU-0758,Maria Ali,Female,Peshawar,EE,4,5.2,7.0,83.6,2.56,61.8,67.0,83.6,5.9,6.9,3.5,0,9.0,0.6,5.8,0,30.2,F,0.0,Fail
STU-0759,Ahmed Malik,Female,Quetta,Civil,7,9.0,9.0,98.2,2.96,74.2,74.9,93.1,1.7,1.9,5.2,0,5.7,1.5,7.8,1,86.3,A+,4.0,Pass
STU-0760,Fatima Khan,Female,Islamabad,CS,2,8.3,9.7,93.5,1.78,73.8,74.3,66.7,4.8,6.1,6.2,0,6.6,0.4,6.6,1,56.6,D,1.0,At-Risk
STU-0761,Hina Ali,Male,Lahore,CS,4,6.4,8.0,85.8,3.55,93.1,49.1,86.7,3.6,7.2,3.0,0,7.1,0.3,9.1,0,63.9,C,2.0,At-Risk
STU-0762,Sara Iqbal,Female,Quetta,Med,1,6.5,9.1,95.3,3.44,84.3,56.3,78.0,6.8,5.3,6.5,0,8.2,0.3,9.5,1,75.4,B+,3.5,Pass
STU-0763,Fatima Iqbal,Male,Karachi,Med,6,5.8,6.5,84.6,2.75,72.0,89.0,72.5,3.7,5.4,1.6,0,9.7,0.5,5.9,0,32.6,F,0.0,Fail
STU-0764,Nadia Sheikh,Female,Karachi,CS,2,4.9,8.1,75.0,3.77,88.6,43.4,48.0,6.0,4.0,1.9,0,6.0,1.0,7.3,1,24.8,F,0.0,Fail
STU-0765,Maria Ahmed,Male,Multan,EE,2,8.6,6.6,82.8,3.45,78.4,84.0,75.2,3.3,2.7,7.1,0,5.6,1.6,9.0,0,75.7,B+,3.5,Pass
STU-0766,Faisal Malik,Female,Multan,BBA,7,2.6,7.4,87.6,2.63,99.9,77.1,63.8,5.5,5.5,7.4,0,4.1,2.5,9.6,1,17.7,F,0.0,Fail
STU-0767,Faisal Hassan,Female,Karachi,BBA,3,5.8,8.5,86.3,3.1,72.0,74.3,93.2,4.3,2.4,3.6,0,9.7,0.6,6.0,0,56.7,D,1.0,At-Risk
STU-0768,Rabia Hassan,Male,Islamabad,Med,2,8.6,7.8,97.6,2.63,90.3,87.1,74.5,5.7,4.3,3.2,0,6.7,1.3,8.1,0,74.8,B,3.0,Pass
STU-0769,Kamran Chaudhry,Male,Peshawar,Mech,5,8.5,7.5,93.0,2.68,68.4,87.3,94.0,4.1,2.6,4.0,1,6.6,1.2,6.0,1,62.4,C,2.0,At-Risk
STU-0770,Ali Ahmed,Male,Multan,CS,1,7.6,9.9,96.0,3.31,88.6,39.5,67.5,3.0,3.9,4.0,0,6.1,3.0,8.8,1,59.5,D,1.0,At-Risk
STU-0771,Rabia Chaudhry,Male,Karachi,Med,8,4.6,7.7,91.9,2.38,86.8,76.5,78.8,4.3,2.8,2.9,0,8.7,1.1,6.0,0,37.4,F,0.0,Fail
STU-0772,Fatima Ahmed,Female,Islamabad,BBA,3,4.2,8.0,89.3,2.92,91.0,63.4,73.9,5.0,6.0,5.2,1,6.1,1.3,5.2,0,22.6,F,0.0,Fail
STU-0773,Nadia Malik,Male,Islamabad,Med,4,6.4,7.4,65.0,2.07,93.1,80.9,93.6,1.6,4.2,3.4,1,5.5,0.1,4.9,1,20.8,F,0.0,Fail
STU-0774,Usman Ahmed,Female,Multan,Civil,7,3.6,8.2,84.1,2.82,81.3,64.8,91.1,4.4,4.0,4.1,1,7.4,0.3,5.9,1,16.6,F,0.0,Fail
STU-0775,Zara Ahmed,Female,Islamabad,EE,8,6.4,7.8,77.4,3.93,89.3,78.0,58.9,8.6,2.3,5.6,0,9.7,1.0,6.8,0,83.4,A,4.0,Pass
STU-0776,Fatima Hassan,Male,Quetta,Civil,6,8.4,7.5,90.9,3.5,92.6,67.4,89.9,8.2,3.9,3.6,0,7.5,2.1,8.7,0,92.5,A+,4.0,Pass
STU-0777,Kamran Hussain,Male,Lahore,Mech,3,5.9,8.8,84.1,2.44,70.9,70.7,96.9,4.7,2.6,4.5,1,8.1,0.6,6.9,1,53.7,D,1.0,At-Risk
STU-0778,Faisal Ali,Female,Lahore,CS,8,6.6,9.0,87.2,2.94,77.9,51.3,82.1,7.1,5.5,5.7,1,8.9,1.1,7.4,1,50.8,D,1.0,At-Risk
STU-0779,Sara Sheikh,Female,Lahore,Mech,2,8.0,7.3,89.6,2.72,73.7,67.7,63.4,2.8,6.4,5.1,0,6.9,1.4,8.0,1,42.2,F,0.0,Fail
STU-0780,Sana Chaudhry,Male,Lahore,CS,6,7.7,7.6,78.2,3.21,85.9,67.0,82.2,6.1,3.7,2.7,0,6.9,0.5,9.7,0,65.6,C+,2.5,At-Risk
STU-0781,Zara Ahmed,Female,Karachi,CS,1,5.1,7.2,90.8,2.82,78.9,66.8,86.3,4.3,3.6,4.0,1,5.9,1.1,6.5,1,49.6,F,0.0,Fail
STU-0782,Bilal Hassan,Female,Karachi,Mech,5,8.6,7.3,84.0,2.11,89.8,63.2,82.3,4.7,2.6,6.3,0,7.8,2.2,6.3,1,57.2,D,1.0,At-Risk
STU-0783,Amna Ahmed,Male,Islamabad,Med,8,7.2,9.2,89.3,2.47,76.4,79.0,97.0,6.6,4.3,3.9,1,6.2,0.7,6.7,0,55.8,D,1.0,At-Risk
STU-0784,Zara Butt,Female,Lahore,CS,7,8.2,6.6,79.8,3.27,65.2,57.9,67.4,2.0,1.9,5.1,0,9.3,0.4,5.9,0,47.9,F,0.0,Fail
STU-0785,Zara Sheikh,Male,Karachi,BBA,1,7.7,5.9,73.5,3.0,82.1,52.8,87.8,8.7,5.1,2.4,1,7.3,0.6,8.1,0,40.9,F,0.0,Fail
STU-0786,Nadia Hussain,Male,Karachi,Civil,1,7.4,9.1,80.1,3.68,92.5,66.2,88.2,4.8,3.5,3.0,1,5.3,1.4,7.8,1,68.9,C+,2.5,At-Risk
STU-0787,Zara Chaudhry,Female,Islamabad,BBA,6,6.2,5.1,73.4,3.51,58.9,75.6,79.0,7.6,6.2,2.4,0,3.8,0.9,8.0,1,51.9,D,1.0,At-Risk
STU-0788,Tariq Khan,Female,Islamabad,CS,4,7.9,7.8,76.3,3.35,70.1,60.9,82.6,3.8,7.9,3.9,0,6.7,0.7,7.1,1,56.4,D,1.0,At-Risk
STU-0789,Kamran Butt,Female,Karachi,CS,2,3.7,9.6,92.0,3.41,98.3,96.4,83.2,5.7,2.3,2.2,1,6.5,0.7,6.6,0,48.7,F,0.0,Fail
STU-0790,Sara Hassan,Male,Karachi,EE,7,9.2,7.9,93.2,3.78,71.6,95.4,67.4,6.6,4.1,2.4,0,6.6,0.8,8.0,1,95.0,A+,4.0,Pass
STU-0791,Zara Sheikh,Male,Peshawar,EE,5,6.2,7.6,79.6,3.11,83.5,78.6,77.9,5.6,1.9,3.2,0,6.7,1.7,4.4,0,50.9,D,1.0,At-Risk
STU-0792,Ali Hassan,Female,Karachi,BBA,2,3.4,9.2,94.4,2.79,79.9,74.2,70.0,7.7,7.2,6.2,0,8.2,1.2,7.6,1,28.7,F,0.0,Fail
STU-0793,Rabia Hassan,Male,Karachi,EE,8,5.7,5.5,86.4,3.66,73.3,93.0,64.7,4.2,1.6,7.1,1,6.2,0.7,7.3,0,51.9,D,1.0,At-Risk
STU-0794,Hassan Hussain,Female,Lahore,EE,7,6.0,6.9,79.8,2.83,84.3,88.0,89.1,5.6,3.1,5.2,1,8.3,2.3,7.1,0,33.5,F,0.0,Fail
STU-0795,Faisal Butt,Female,Peshawar,BBA,5,3.3,8.3,82.1,3.64,92.1,48.2,72.2,7.1,6.6,4.7,0,6.0,0.5,5.9,1,36.1,F,0.0,Fail
STU-0796,Maria Hussain,Male,Islamabad,CS,6,7.0,8.5,89.1,2.44,72.4,49.9,92.4,6.1,5.2,3.9,0,5.3,1.5,8.8,1,43.0,F,0.0,Fail
STU-0797,Usman Chaudhry,Female,Peshawar,EE,5,6.3,7.0,94.4,3.76,81.2,56.1,81.1,3.3,2.4,4.8,1,4.1,1.6,6.4,0,52.6,D,1.0,At-Risk
STU-0798,Ahmed Ali,Female,Lahore,Civil,6,5.5,8.5,88.2,2.93,74.1,96.1,75.0,6.2,6.8,6.8,1,7.2,1.6,9.1,0,39.9,F,0.0,Fail
STU-0799,Fatima Iqbal,Female,Karachi,Med,5,5.9,9.7,69.1,2.26,84.1,84.1,62.7,2.7,2.1,3.4,1,6.5,1.9,7.8,0,24.9,F,0.0,Fail
STU-0800,Hassan Iqbal,Male,Islamabad,EE,4,4.2,7.8,90.1,2.9,77.2,77.4,83.9,5.1,3.8,3.1,0,6.8,1.8,8.2,1,43.6,F,0.0,Fail
STU-0801,Zara Ali,Male,Islamabad,Mech,1,6.5,9.6,68.8,3.17,82.0,93.4,88.0,8.8,6.8,7.0,0,6.8,1.6,5.8,0,49.6,F,0.0,Fail
STU-0802,Hassan Iqbal,Female,Lahore,Med,5,9.3,9.0,68.4,2.01,81.3,71.7,92.6,6.1,2.9,5.4,0,7.9,0.6,8.2,0,67.2,C+,2.5,At-Risk
STU-0803,Omar Hassan,Female,Lahore,CS,2,5.8,7.4,64.9,2.22,89.4,65.9,81.7,7.1,3.3,1.7,0,7.4,2.3,7.2,1,37.1,F,0.0,Fail
STU-0804,Fatima Ali,Female,Lahore,Civil,6,7.5,9.2,91.6,2.95,77.7,63.2,56.3,4.7,2.9,8.2,1,4.9,1.4,7.7,0,51.3,D,1.0,At-Risk
STU-0805,Zara Chaudhry,Male,Peshawar,Mech,7,6.9,8.2,90.4,2.41,80.0,57.0,92.7,7.8,3.4,1.6,1,8.2,1.3,7.3,0,69.0,C+,2.5,At-Risk
STU-0806,Zara Sheikh,Female,Islamabad,Mech,7,6.1,7.4,63.0,2.95,72.7,62.1,63.5,3.4,3.7,5.9,1,8.2,1.2,7.1,1,15.1,F,0.0,Fail
STU-0807,Sana Hassan,Female,Karachi,BBA,3,6.4,8.0,92.4,2.68,93.2,85.3,67.9,3.7,2.6,4.4,1,7.5,1.8,7.8,1,59.0,D,1.0,At-Risk
STU-0808,Amna Hussain,Female,Karachi,Med,1,6.3,6.2,88.7,3.43,83.5,67.7,74.0,6.0,3.8,2.5,0,9.0,1.1,8.2,1,64.9,C,2.0,At-Risk
STU-0809,Hassan Hussain,Male,Quetta,Mech,5,4.1,6.8,69.4,2.51,72.0,42.2,81.1,6.9,2.3,1.3,1,7.2,1.0,8.2,1,16.9,F,0.0,Fail
STU-0810,Fatima Sheikh,Male,Peshawar,EE,6,5.0,5.5,95.9,2.4,84.7,52.0,93.4,3.0,6.2,4.7,0,7.0,0.9,6.6,1,21.0,F,0.0,Fail
STU-0811,Ali Ali,Male,Peshawar,EE,3,4.6,8.0,78.7,3.41,70.0,70.4,67.7,6.6,1.7,4.2,0,7.3,0.9,9.7,1,51.3,D,1.0,At-Risk
STU-0812,Fatima Ali,Male,Lahore,Mech,3,8.0,8.0,92.4,3.05,96.6,81.7,87.9,5.5,4.2,3.5,0,9.3,1.2,6.1,1,78.4,B+,3.5,Pass
STU-0813,Hassan Khan,Female,Lahore,Med,4,7.6,6.6,91.8,3.33,77.0,80.4,64.3,8.4,3.0,6.1,1,8.7,0.6,9.6,0,68.0,C+,2.5,At-Risk
STU-0814,Kamran Malik,Female,Karachi,CS,7,7.8,6.8,84.6,2.34,83.2,73.3,73.0,2.3,3.8,6.9,1,8.2,2.2,8.0,1,51.8,D,1.0,At-Risk
STU-0815,Amna Hussain,Male,Islamabad,CS,7,6.8,8.6,82.4,2.06,79.2,57.1,96.2,4.3,5.5,5.3,0,5.4,1.5,4.4,1,47.6,F,0.0,Fail
STU-0816,Ahmed Hussain,Male,Islamabad,CS,3,9.0,9.7,72.6,3.6,83.6,43.3,75.0,5.0,5.0,3.1,0,5.5,1.3,4.5,1,70.6,B,3.0,Pass
STU-0817,Hassan Malik,Male,Quetta,Med,4,4.8,7.5,96.7,3.75,79.0,45.0,90.5,5.7,7.5,4.9,1,8.0,2.8,7.5,0,27.2,F,0.0,Fail
STU-0818,Nadia Malik,Male,Lahore,Med,3,6.6,9.0,78.4,3.71,92.8,70.1,84.5,3.9,2.8,1.6,0,4.9,0.6,5.8,1,80.3,A,4.0,Pass
